Corpus,Source/Author,Year range,File Name,Content,Interrogative pronoun,Interrogative Adverb,Expletive,Other,Not sure
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Mè lè i rivé , sé jenn-manmay la bien risivrè ' y épi sé pa li selman éti té vié goril .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"I té ka chonjé le 8 mé 1902 éti 30 000 moun mo klik Senpiè , ek 8 mai 1945 éti yo siyé an papié pou sispann ladjè-a kont lé Alman .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"I té ka chonjé le 8 mé 1902 éti 30 000 moun mo klik Senpiè , ek 8 mai 1945 éti yo siyé an papié pou sispann ladjè-a kont lé Alman .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Médouz réponn lamenm : Pies toubannman , man pé pa bliyé sa , pas mwa éti ni plis lafet , sé mwa d ' mé .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Ni dé manmay le MIR éti ni labitid fè an Konvwa pou laréparasion .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Érez-di-bonnè ni moun ka sonjé , mé fout ni an patjé ek anlo éti ja bliyé net sa ki pasé Senpiè .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Lè ou wè sa tonbé anlè ' w , ou pa ka maché kalpat mé ou ka kouwi tout koté éti ni an estasion .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Kisiswa Vito , éti dapré ' w sé o pli vit fok ou kouwi ou ké trapé lésans .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Kisiswa Total éti ka rann tout moun totalman dekdek pou trapé dé tigout gazoy .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Kisiswa Shell éti ou ka chélé ' y kon an boug fou pou trapé tibren sanplon .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Ni an boug éti lafiev-la té a karant an montan .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Menm si ni anlo moun ki di yo pé ké gadé pas ni trop vakabonajri éti té ni avan .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Ni an péchè éti té faché telman , i jik di tou fò pou tout moun tann : An bann wawet anfanngas !",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Antouléka , péchè ka vréyé flanm pas an plis ki yo pa ka pran ayen , bò lanmè ka santi an vié lodè souf épi tout meb éti ki ann arjan hc13 ka vini nwè .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Edmoniz , ki ni an ti zatrap bò lanmè éti i ka envité lé vakansié pou mété bè an zépina ' y , ka wouklé anmwé .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Yo bliyé an ti moman lasoldarité hc16 éti chak bet-a-fé ka goumen pou nam-li .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Ni Miss India Martinique , tala nou pé konprann ankò , pas sé pa tout moun Matinik éti ni chivé kouli .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Antouléka sé jenn-fanm lan éti ka alé an sa-a , fok yo pa ni selman an mis kouraj mé pasians pa rotji é menm pa lit pas tou sa sé welto ki la .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Rosette ki té koumansé maché red té bien anrajé pas ni anlo moun éti té di : Sé dé Apranti mapip H19 ki la !,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Antouléka , pou lé kanmarad kominis lé vré i ka rété an trè gran militan ki rivé koumansé mété finans Laréjion an nod apré gran défisi lagoch té kité a. Si pou sèten moun , sé té an jan tizandwa , pou anlo moun , sé té an gran travayè éti magré i sòti dan fanmiy maléré , afos milité i rivé fè an bagay pou péyi ' y chonjé lagrev fonksionè .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Sirtou sé jénes-la éti té la selman pou Afteryol kidonk apré kous .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Pengad Lamarin pa tala éti ka navidjé anlè lanmè-a mé tala ka navidjé asou sa moun rafen anvi , pabò Lafrans .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Ni an ti avion drone ki jik pran an foto éti ou ka wè tout an lanbouchi anni wouj toubannman .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Sa ki rivé pati lwen lwen , kontel Moril , an péchè Voklen éti té oblijé pran loto ' y ek ba kanno ' y larimok jik Senk hc25 lis pou i té sa travay .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Épi man ka mandé poutji sé péchè selman ki ni dwa péché chadron , la éti lanmè-a polié ?",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Dimanch pasé sé té lé patriyot ki fè an Gran sanblé alantou pliziè parti politik éti ki adan an alians .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Es lé ti komersan éti té ka atann machandiz pou Nwel ké sa tiré kò-yo dafè ?,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Adan rev-mwen man ka wè pé ké ni konba kok , ni konba djol éti chak bet-a-fé ka kléré pou nam-li .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Charlo té vini épi an pankat Man sémwen ém5 komiwè an manzel éti té an gou ' y , i di ' y : Man sé Charlo , ou sé Charlie ém6 sa nou pé fè ?",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Wolinsky éti yo masakré té di : Ou pédi tout bagay , sof bétiz man ka espéré man pa matjé bétiz , pas man sav sa sa vé di , lè yo ka opozé ' w matjé sa ' w anvi .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Kantapou sé boug Tèsenvil la éti Toujou soupapé vidé yo di yo pé ké pé tjenbé , fok yo désann an lari-a .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Lasosiasion Kakao éti ni labitid endé lajénes , rété chanté net .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Ni yonn ki matjé adan gran jounal-la an artik éti i ka palé di moun ki lé janbé pak .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Té ni latjé toupatou , man pa té adan pas bak-mwen té lanmwatié , mé man konnet yonn-dé éti bak-yo té lanmwatié tou , mi sa yo di : Ou pa janmen sav , katjil ka fet avan lapey , bef douvan bwè dlo klè , ek kabrit ki malen pa gra ; annou pran douvan avan douvan pran nou !",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Si sé madanm-lan pa ka pran plas yo , kontel Mè Baspwent-lan éti yo té lé i sipléyan , sé pa pèsonn ké ba yo ' y .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Bel poveb kréyol Fanm ka tonbé set fwa , i toujou ka rilévé sé bien pou sa vié kok di ' w pa fié poulet Kréyolad 564 Antilla 1656 , 19 mars 2015 Kréyolomaj ba Armand NICOLAS Jédi pasé pa koté Laréjion sal Camille Darsieres té ni gran penteng pou an mapipi éti an mézon édision té trouvé nésésè mété ' y a lonè .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Asiparé i trapé ki zéwo vwa dan an biro éti tout fanmiy-li té voté ba ' y .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Pengad , ni an ti-madanm éti ka mousé anpil sé jou-tala , es sé pa li ké mennen Objectif Martinique p ém19 outji pa , sa i mantjé ?",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Si sé pa lafouyè , sé bis Mozaïk éti pa ka woulé .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Dayè-pou-yonn , i té bien enmen nouvo monse ém23 nyè-a David Makè éti i té pran an bòn pasion .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Ansien labé la JOC Jeunesse Ouvrière Chrétienne sé li ki mété doubout an mouvman aksion katolik , MRJC Mouvement Rural de la Jeunesse Chrétienne éti twa mo ' y sé té : Gadé , jijé ek aji .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Yo fè lantèman ' y sanmdi ém26 Lakatédral éti i té pran wob labé ' y an 1935 .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Ni agrikiltè éti ja ka sèvi wawet-la an jaden-yo .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Félis rivé koupé douvan sé yich Aton-an pou kat sigond , sé prèmié fwa yo fè wè an larivé éti fok té blijé pran an pòtré pou té sa rivé départajé sé dé yol la .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Kréyolad 586 Antilla 1679 , 28 août 2015 Dany Da Nikol éti nou ka kriyé Da Ni , té tou boulvèsé lasimenn pasé .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Kréyolad 587 Antilla 1680 , 4 septembre 2015 Lékol viré pran Larantré fet épi pofésè ek zélev , mé ni sé nouvo pofésè-a éti yo vréyé an Frans lan sa yo ké divini ?",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Ni anlo moun ki pa ka konprann poutji sendika ka di ka mantjé pofésè , kontel mat , filozofi éti yo oblijé viré kriyé sa ki té ja pati laritret , é an menm balan-an , yo ka dépòté jenn pofésè ki pasé konkou pou yo ni plis estabilité .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Sé an simenn éti yo ka chonjé sé gran-moun nou an ni dwa viv ek konnet tibren djer ém86 té tou .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Man ka bout kréyolomaj-tala pou ' w épi an haïku an kréyol éti ou fè mwen dékouvè .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Sé té an vié pies kòboy yo té ka jwé éti yo té ka tiré anlè moun kondisiré sé té zibié .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Sanmdi-oswè Ladilon té plen épi fanm éti kon group Moov , mété kò-yo an mouvman kon Alliance 972 .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Sé sa Adjilbè di mwen i tann adan an chanté éti yo di Chaben viré .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Asiparé komkidiré i té ké tann an chofè taksi éti ki pa pran sa é i ni lentansion pòté plent .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Lè misié pibliyé lis éti anlo mè ka dwé , sa pa djè fè yo plézi , sirtou Foyal .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Asou tranndé komin , ni ki set éti difé pa pri .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Ében jou-tala sé pasé démil nonm éti té fè an sanblaj dan an sel fraternité , ka chanté , ka kasé sa an sa , ka jik bo tou , sa té vréman bel .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,I doubout kon an pati moun éti ki anvayi Lasavann .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Magré ni an Komité pilotaj épi la CTM ek rez ém21 tez la , ni anlo manman ek papa yich éti sa pa toutafetman an gou-yo .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Fok di tou , sé vwazen-an ka vréyé labou pas dépi dézan sé lapousiè ek bri éti yo ka sibi épi lé travo .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Pou pa ranjé léchoz , an menm balan-an ni sèten kontraktiel éti yo pa viré fè kontra-yo .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Poutan sé pa té manifestasion éti té mantjé .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Manmay si nou pa ka chonjé pli bel dat éti nom pété chenn anba jouk lestravay , nou ké ni a pété tet-nou dèmen .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Pas sa ki ni lajan , kè ' y trouvé éti yo ké mété ich-yo asiré pa pétet .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Adjilbè tann laradio an boug éti yo bay an ti-soudnon : Djo ni ' y a ja , asiparé ém37 misié té ké ni lajan dan an ja lò , mé i pa ka djè menyen ' y .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Es sé moun-an éti ka vréyé pié-a , sé pas yo poko sav sa yo yé ?",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Kréyolad 637 Antilla 1738 , 14 octobre 2016 Simenn blé Mwa oktob la sé diziem mwa lanné-a ki ja pres dit , mé ou sé di sé mwa éti ni plis koulè .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Mé sé simenn éti yo ka chonjé gran-moun an péyi-nou .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"I pa té ni répons , mé i té pè kréyol fè kon adan dé péyi an karayib-la éti yo té ka sèvi kréyol tou-lé-jou .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Bel poveb kréyol Pa atann an moun mò pou nou montré ' y nou simié ' y Kréyolad 642 Antilla 1742 , 11 novembre 2016 Halloween Mardi pasé an senmitiè , ni dé serten koté éti pa té ni limiè bouji .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"An koté éti pa ni pies bri , menm van oben zibié ka chanté toudousman .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Lè nou ka bien gadé , Lafrans ki Lafrans éti sé an gran péyi , ka wouklé ek ka pran bon fè ; ajijé-wè Matinik éti kon an tet zépeng .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Lè nou ka bien gadé , Lafrans ki Lafrans éti sé an gran péyi , ka wouklé ek ka pran bon fè ; ajijé-wè Matinik éti kon an tet zépeng .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Labatwa an grev é sé poul éti ou pé tjwé bò kay-ou selman ou pé manjé .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Lot jou ni an mami éti tjè ' y pa té pé tjébé ankò , jik ladjé .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Penn initil di zot kalté anboutéyaj-la éti té ka rivé jik Dikos .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Ni sondaj éti ou sé di ka pli mété moun an nwè , afos yo ka fè welto épi nef moun .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Adjilbè éti té ka fè fos sé sondaj-la , mé chak jou ni an nouvo ka di lèkontrè sé yo té di lavey .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Ni anlo jénes , éti ki ni dwa voté atjelman .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Si ni anlo ki mandé karektèman baré lawout-li pou i pa viré , ni viré monté , ni pasé ; ni an patjé moun Matinik ki glisé an bilten ba an parti éti ni gwo fon , yo jik bay tit : Fon Nasional .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Chaben éti pa ni labitid voté ba prézidan Lafrans , mandé : Voté ba sa zot lé , mé pa voté ba Lepen .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Manmay annou réfléchi titak , pas man jik tann an dépité éti ki di i pa ka voté .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Poveb-la di ni dé bagay éti pa ka izé sé platpié ek nen kochon , mé man ka mété grenn sel mwen pou di : Votman pa ka izé !",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Adjilbè ki té anvi mété grenn sel-li di tou fò : Sel bagay man sav , ni yonn éti yo di : mach !",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Nou a wè , éleksion dèyè poko touché pas dan mwa-a ka vini an , ni dépité éti ka goumen pou trapé plas-yo .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Gran papa ' y palé ' y di Gouvènè Mouté éti té ka sòti Foyal pou désann Senpiè .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Nou ka bien kwè sa ja néyé yonn-dé siklis éti pé pa menm woulé ankò .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Nou jik wè an parti gwo mòdan éti pa rivé trouvé an madanm sipléyan .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Sé kontel Moris éti ké ni a chwézi ant manda mè ek manda sénatè .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Ni an bagay éti té la anbèn pandan vakans-lan , sirtou lè ou té ka alé dan Lisid .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Dé péyi éti ki lévé lematen bien démi apré pasaj siklòn-an .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Maria fè moun chonjé nou adan laliwondaj éti siklòn ka mandé nou rété véyatif .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Yé sis maya , man ka mandé kò-mwen es Maria endé pou-toul ém38 -bon sé moun-an éti trapé an ti-kontra .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Sel bagay té ni anlot pwéson , moun pa té sav si fok té di sé an sénatez oben an sénatris , toupandan té ni nef moun tris éti té oblijé rété lapréfekti pou anlot touné votman .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Sé gran élektè éti té ka fè zafè-yo .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Mé sa ka kouté dé zié tet-ou , é sé pa tout moun éti ki pé fè sa .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Pou 28 oktob vini an jou kon tout jou , kidonk an jou éti nou ka rikonnet dé riches-nou .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Kréyolad 694 Antilla 1795 , 17 novanm 2017 GMZ Vandrèdi pasé Ladilon té plen zoukè éti té ka chonjé PSE .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Misié jik vini épi Karin éti té ka mousé dan an konflérans pou sipòté Vaténa , ansien nouvo mè-a .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Ti-Ernes , an péchè éti ki pa janmen alé wè doktè , pas i anfom kon an graj-nef , i té oblijé alè pran randévou pou wè yonn .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Alow ki manniè si ni klordékòn an koté Matinik ém56 i ka pa ka alé la éti chadron-an yé ?,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Sé ki Adjilbè di mwen : Ni dé koté éti ou ka jwenn chadron béni .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Déja sé moto-a pa ka vansé an silans , pa menm palé sé loto sé jenn manmay éti lè yo pasé , kay-la ka tranblé afos bas-la fò .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Lè man mandé ' y sa ki an bon chanté Nowel mi sa i réponn mwen : Sé déjà-pou-yonn an chanté Nowel éti yo pa ka mandé ' w péyé .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Déja zafè pipiri-a ka jennen ' y ek i pa ni met , mé pa kèsion kouté kok moun ka di gwo sentjè d ' maten : Koko ' y gwo , koko ' y gwo alow ki yo di ' y i ni yonn éti ou pa ka menm wè anba bouden ' y .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Érez-di-bonnè nou viré dékouvè sa ki an makadanm , an patanpo , épi kontel plen pla péyi-a éti nou té ja bliyé .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Antouléka Djo , ni an boug a ja éti ki pa plen lajan ki té ka volè ' y vapè .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Met chantè bèlè tala éti pa té ka distrè , pas i pa té toujou fasil fasil épi tout moun .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Bagay éti yo sé pé mété a laglas dan an chanm-fwad .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Yo ka mété nou a djendjen An touris éti ki rété dézè ka atann TCSP-a di an fransé : On se moque de nous !,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Ni yonndé boug ki pran douvan avan douvan pran yo , ek yo fè an gran manifestasion bradjak éti moun pa té an danjé .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Akondi Kolo éti té ka di vomié : Ri yo avan yo ri ' w pas si ou pa ri yo , yo ké riw !",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Mé sa red kanmenm pou yonndé sel koté Matinik éti ou pé alé lariviè ek ou pa ni an tak dlo an robiné ' w .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Mé ni anlo , éti sa té ka entérésé yo sé té kwaziè .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Ni anlo éti ka fè mes agoulou-yo akondi moun ki wè manjé ta .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Anfen bagay éti pou sa ba moun brè let anlè tet jan isi .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Kréyolad 710 Antilla 1811 , 19 mas 2018 Pé bouch dit Ann asosiasion fanm éti lé an kilti kantékant épi nonm , té sanblé sanmdi douvan Lakou Périnon .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Yo simen trak pou di komva yo bizwen lajan pou otjipé di fanm jenn kon bien mi éti mari yo ka pran yo pou lanbi .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Krey moun-tala té ni pankat éti ou té pé wè kontel : An linivèsité prop !,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Nou pa lé vòlè kontinié volé Linivèsité ja ranbousé 6 million 14 million pa 14 ro épi kisasayéa 10 milion éti té ké vaporé kon létè ek ni twa mètafè yo fè djilop anlè kanpis-la .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Anfen adan tousa , sé moun-lan éti té Lasavann-lan di bien fò : Nou pé ké moli , pé bouch dit !",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Asiparé komkidiré , ni an machin doublèvé-doublèvé éti yo ka éséyé mé i poko toutafetman obidjoul .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Asiparé komkidiré Léta ni lentansion fè an kat jéografi pou montré éti tè-a pli polié .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Kréyolad 713 Antilla 1814 , 9 avril 2018 Matoutou bio Kisiswa Sent-Lis éti té ni pou premié fwa Bel krab oben pa koté Kawbé éti té ni Bel matoutou , toupatou asou plaj Matinik sé té lafet épi krab .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Kréyolad 713 Antilla 1814 , 9 avril 2018 Matoutou bio Kisiswa Sent-Lis éti té ni pou premié fwa Bel krab oben pa koté Kawbé éti té ni Bel matoutou , toupatou asou plaj Matinik sé té lafet épi krab .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Si i genyen an kwaziè , pa asou Kawbé madanm-lan éti ki rivé prèmié-a , trapé an mòdan an lò .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Ni malérez ki pé menm pa alé wè doktè éti dépi twa mwa yo té pran randévou .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Ou sé di lé dirijan éti ki ni loto fonksion yo , bien manfoupamal .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Es moun éti pa ni loto ké pé vwayajé ?,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Moun ka pran bon fè épi mové lodè-a éti ka rann moun malad .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Kidonk yo pa espéré pies kalté otorité éti ki pa ka rété bò lanmè .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Bagay éti pa oblijé bon pou lenfòmasion .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Martinique Transport épi la CFTU éti ni dé mwa chien pa té ka alé lachas , té ké an tjè-koko pou sa démaré .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Nou adan an péyi éti sèvis piblik loto pa an priyorité .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Martinique Transport épi la CFTU éti ni dé mwa chien pa té ka alé lachas , té ké an tjè-koko pou sa démaré .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Nou adan an péyi éti sèvis piblik loto pa an priyorité .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Ni lèw la nou ka respiré éti ki pa djè prop .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Lè ' w bien gadé sé abri-a éti plen SDF , pétet fok ké ni an tan pou rifè yo .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Sel koté o mond éti ni kous yol , sé Matinik .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Es sé chofè taksi éti té ka réklamé plis ki katrèvenmil éro trapé kéchòy ?,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Pou dépi jou éti yo ka palé di zafè BHNS-tala , yo jik fè lafet pou di , i pé ké janmen woulé épi moun abò .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Kiles éti ké bon éli le MIM .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Kontel ni an lisé éti yo té ponmet an latjizin tou nef .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Sé lisiyen éti ka aprann fè latjuizin ka espéré toujou .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Kréyolad 738 Antilla 1838 , 27 septanm 2018 Chimen-kontra Nou ni an flè yo ka kriyé chimen-kontra éti yo ka sèvi kont vè .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Poblem-lan sé ki ni an patjé moun éti té ja la ki trapé favè sé direktè lékol-la , mé yo trapé biyé-palapenn prézidan an .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Asiparé komkidiré anpami yo té ni anlo éti ansien prézidan Laréjion-an SeLe té chwézi .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Apré siklòn Irma , i té ponmet déviré pou inogiré Laprékti ek anlo lékol éti té ped fétay-yo .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Nou pa sav si i té lé palé di Lamèna épi an sèvis éti yo fini fèmen .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Pa menm palé ti-lanmonné kod laritret-la éti i ka jwé adan .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Ou konnet an La vie scélérate éti ki mennen ' w lwen Lagwadloup .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Mé si péchè ka filé lang-yo , ni anlo moun éti trapé tit brakonié , pas yo pa péchè , sé mésié ka vréyé bon labou .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Lavil Préchè éti toujou fè sa tou dépi senkan , i fè lanné-tala an dikté alantou an mapipi fab kréyol Joj De Vassoigne .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Sé an teks-li éti ki fè nou tonbé adan an ma kréyol kréyol toubannman .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Kréyolad 744 Antilla 1844 , 08 novanm 2018 Chanté nowel présé-présé Latousen pa jou lémò Dépi landèmen 2 novanm , éti anlo moun ka bokanté épi latousen , moun té ja an manniman .",,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,Ni adan kanmenm éti ni titak respé kanmenm pou lé anbiansè nwel ki ja pati fè laribot an siel .,,,,,
martinicancreole,Antilla,2009-2018,ANTILLA.txt,"Dènié moun éti ki fè Ladjè 14 , pou palé di an ladjè ki diré katran jik an 1918 ja pati an péyi san chapo .",,,,,
